2022-11-07 12:14:00 startup archives unpack
2022-11-07 12:22:29 upgrade libinput-bin:amd64 1.10.4-1ubuntu0.18.04.2 1.10.4-1ubuntu0.18.04.3
2022-11-07 12:22:29 status half-configured libinput-bin:amd64 1.10.4-1ubuntu0.18.04.2
2022-11-07 12:22:29 status unpacked libinput-bin:amd64 1.10.4-1ubuntu0.18.04.2
2022-11-07 12:22:29 status half-installed libinput-bin:amd64 1.10.4-1ubuntu0.18.04.2
2022-11-07 12:22:29 status triggers-pending udev:amd64 237-3ubuntu10.45
2022-11-07 12:22:29 status half-installed libinput-bin:amd64 1.10.4-1ubuntu0.18.04.2
2022-11-07 12:22:29 status unpacked libinput-bin:amd64 1.10.4-1ubuntu0.18.04.3
2022-11-07 12:22:29 status unpacked libinput-bin:amd64 1.10.4-1ubuntu0.18.04.3
2022-11-07 12:22:29 startup packages configure
2022-11-07 12:22:29 configure libinput-bin:amd64 1.10.4-1ubuntu0.18.04.3 <none>
2022-11-07 12:22:29 status unpacked libinput-bin:amd64 1.10.4-1ubuntu0.18.04.3
2022-11-07 12:22:29 status half-configured libinput-bin:amd64 1.10.4-1ubuntu0.18.04.3
2022-11-07 12:22:29 status installed libinput-bin:amd64 1.10.4-1ubuntu0.18.04.3
2022-11-07 12:22:29 trigproc udev:amd64 237-3ubuntu10.45 <none>
2022-11-07 12:22:29 status half-configured udev:amd64 237-3ubuntu10.45
2022-11-07 12:22:29 status installed udev:amd64 237-3ubuntu10.45
2022-11-07 12:22:34 startup archives unpack
2022-11-07 12:22:35 upgrade libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-07 12:22:35 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:35 status half-configured libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-07 12:22:35 status unpacked libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-07 12:22:35 status half-installed libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-07 12:22:35 status half-installed libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-07 12:22:35 status unpacked libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-07 12:22:35 status unpacked libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-07 12:22:35 startup packages configure
2022-11-07 12:22:35 configure libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-07 12:22:35 status unpacked libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-07 12:22:35 status half-configured libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-07 12:22:35 status installed libisc-export169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-07 12:22:35 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:22:35 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:35 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:41 startup archives unpack
2022-11-07 12:22:41 upgrade libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.4 1.5.2-0ubuntu5.18.04.6
2022-11-07 12:22:41 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:41 status half-configured libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.4
2022-11-07 12:22:41 status unpacked libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.4
2022-11-07 12:22:41 status half-installed libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.4
2022-11-07 12:22:41 status half-installed libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.4
2022-11-07 12:22:41 status unpacked libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.6
2022-11-07 12:22:41 status unpacked libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.6
2022-11-07 12:22:41 startup packages configure
2022-11-07 12:22:41 configure libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.6 <none>
2022-11-07 12:22:41 status unpacked libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.6
2022-11-07 12:22:41 status half-configured libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.6
2022-11-07 12:22:41 status installed libjpeg-turbo8:amd64 1.5.2-0ubuntu5.18.04.6
2022-11-07 12:22:41 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:22:41 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:41 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:49 startup archives unpack
2022-11-07 12:22:49 upgrade libkrb5-26-heimdal:amd64 7.5.0+dfsg-1 7.5.0+dfsg-1ubuntu0.1
2022-11-07 12:22:49 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:49 status half-configured libkrb5-26-heimdal:amd64 7.5.0+dfsg-1
2022-11-07 12:22:49 status unpacked libkrb5-26-heimdal:amd64 7.5.0+dfsg-1
2022-11-07 12:22:49 status half-installed libkrb5-26-heimdal:amd64 7.5.0+dfsg-1
2022-11-07 12:22:49 status half-installed libkrb5-26-heimdal:amd64 7.5.0+dfsg-1
2022-11-07 12:22:49 status unpacked libkrb5-26-heimdal:amd64 7.5.0+dfsg-1ubuntu0.1
2022-11-07 12:22:49 status unpacked libkrb5-26-heimdal:amd64 7.5.0+dfsg-1ubuntu0.1
2022-11-07 12:22:49 startup packages configure
2022-11-07 12:22:49 configure libkrb5-26-heimdal:amd64 7.5.0+dfsg-1ubuntu0.1 <none>
2022-11-07 12:22:49 status unpacked libkrb5-26-heimdal:amd64 7.5.0+dfsg-1ubuntu0.1
2022-11-07 12:22:49 status half-configured libkrb5-26-heimdal:amd64 7.5.0+dfsg-1ubuntu0.1
2022-11-07 12:22:49 status installed libkrb5-26-heimdal:amd64 7.5.0+dfsg-1ubuntu0.1
2022-11-07 12:22:49 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:22:49 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:49 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:55 startup archives unpack
2022-11-07 12:22:55 upgrade libksba8:amd64 1.3.5-2 1.3.5-2ubuntu0.18.04.1
2022-11-07 12:22:55 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:55 status half-configured libksba8:amd64 1.3.5-2
2022-11-07 12:22:55 status unpacked libksba8:amd64 1.3.5-2
2022-11-07 12:22:55 status half-installed libksba8:amd64 1.3.5-2
2022-11-07 12:22:55 status half-installed libksba8:amd64 1.3.5-2
2022-11-07 12:22:55 status unpacked libksba8:amd64 1.3.5-2ubuntu0.18.04.1
2022-11-07 12:22:55 status unpacked libksba8:amd64 1.3.5-2ubuntu0.18.04.1
2022-11-07 12:22:55 startup packages configure
2022-11-07 12:22:55 configure libksba8:amd64 1.3.5-2ubuntu0.18.04.1 <none>
2022-11-07 12:22:55 status unpacked libksba8:amd64 1.3.5-2ubuntu0.18.04.1
2022-11-07 12:22:55 status half-configured libksba8:amd64 1.3.5-2ubuntu0.18.04.1
2022-11-07 12:22:55 status installed libksba8:amd64 1.3.5-2ubuntu0.18.04.1
2022-11-07 12:22:55 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:22:55 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:22:55 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:03 startup archives unpack
2022-11-07 12:23:03 upgrade libldap-common:all 2.4.45+dfsg-1ubuntu1.10 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 status half-configured libldap-common:all 2.4.45+dfsg-1ubuntu1.10
2022-11-07 12:23:03 status unpacked libldap-common:all 2.4.45+dfsg-1ubuntu1.10
2022-11-07 12:23:03 status half-installed libldap-common:all 2.4.45+dfsg-1ubuntu1.10
2022-11-07 12:23:03 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:23:03 status half-installed libldap-common:all 2.4.45+dfsg-1ubuntu1.10
2022-11-07 12:23:03 status unpacked libldap-common:all 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 status unpacked libldap-common:all 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 startup packages configure
2022-11-07 12:23:03 configure libldap-common:all 2.4.45+dfsg-1ubuntu1.11 <none>
2022-11-07 12:23:03 status unpacked libldap-common:all 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 status unpacked libldap-common:all 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 status half-configured libldap-common:all 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 status installed libldap-common:all 2.4.45+dfsg-1ubuntu1.11
2022-11-07 12:23:03 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:23:03 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:23:04 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:23:12 startup archives unpack
2022-11-07 12:23:12 upgrade libldb1:amd64 2:1.2.3-1ubuntu0.1 2:1.2.3-1ubuntu0.2
2022-11-07 12:23:12 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:12 status half-configured libldb1:amd64 2:1.2.3-1ubuntu0.1
2022-11-07 12:23:12 status unpacked libldb1:amd64 2:1.2.3-1ubuntu0.1
2022-11-07 12:23:12 status half-installed libldb1:amd64 2:1.2.3-1ubuntu0.1
2022-11-07 12:23:12 status half-installed libldb1:amd64 2:1.2.3-1ubuntu0.1
2022-11-07 12:23:12 status unpacked libldb1:amd64 2:1.2.3-1ubuntu0.2
2022-11-07 12:23:12 status unpacked libldb1:amd64 2:1.2.3-1ubuntu0.2
2022-11-07 12:23:13 startup packages configure
2022-11-07 12:23:13 configure libldb1:amd64 2:1.2.3-1ubuntu0.2 <none>
2022-11-07 12:23:13 status unpacked libldb1:amd64 2:1.2.3-1ubuntu0.2
2022-11-07 12:23:13 status half-configured libldb1:amd64 2:1.2.3-1ubuntu0.2
2022-11-07 12:23:13 status installed libldb1:amd64 2:1.2.3-1ubuntu0.2
2022-11-07 12:23:13 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:23:13 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:13 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:21 startup archives unpack
2022-11-07 12:23:21 upgrade liblouis-data:all 3.5.0-1ubuntu0.3 3.5.0-1ubuntu0.4
2022-11-07 12:23:21 status half-configured liblouis-data:all 3.5.0-1ubuntu0.3
2022-11-07 12:23:21 status unpacked liblouis-data:all 3.5.0-1ubuntu0.3
2022-11-07 12:23:21 status half-installed liblouis-data:all 3.5.0-1ubuntu0.3
2022-11-07 12:23:22 status half-installed liblouis-data:all 3.5.0-1ubuntu0.3
2022-11-07 12:23:22 status unpacked liblouis-data:all 3.5.0-1ubuntu0.4
2022-11-07 12:23:22 status unpacked liblouis-data:all 3.5.0-1ubuntu0.4
2022-11-07 12:23:22 startup packages configure
2022-11-07 12:23:22 configure liblouis-data:all 3.5.0-1ubuntu0.4 <none>
2022-11-07 12:23:22 status unpacked liblouis-data:all 3.5.0-1ubuntu0.4
2022-11-07 12:23:22 status half-configured liblouis-data:all 3.5.0-1ubuntu0.4
2022-11-07 12:23:22 status installed liblouis-data:all 3.5.0-1ubuntu0.4
2022-11-07 12:23:29 startup archives unpack
2022-11-07 12:23:29 upgrade liblouis14:amd64 3.5.0-1ubuntu0.3 3.5.0-1ubuntu0.4
2022-11-07 12:23:29 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:29 status half-configured liblouis14:amd64 3.5.0-1ubuntu0.3
2022-11-07 12:23:29 status unpacked liblouis14:amd64 3.5.0-1ubuntu0.3
2022-11-07 12:23:29 status half-installed liblouis14:amd64 3.5.0-1ubuntu0.3
2022-11-07 12:23:29 status half-installed liblouis14:amd64 3.5.0-1ubuntu0.3
2022-11-07 12:23:29 status unpacked liblouis14:amd64 3.5.0-1ubuntu0.4
2022-11-07 12:23:29 status unpacked liblouis14:amd64 3.5.0-1ubuntu0.4
2022-11-07 12:23:30 startup packages configure
2022-11-07 12:23:30 configure liblouis14:amd64 3.5.0-1ubuntu0.4 <none>
2022-11-07 12:23:30 status unpacked liblouis14:amd64 3.5.0-1ubuntu0.4
2022-11-07 12:23:30 status half-configured liblouis14:amd64 3.5.0-1ubuntu0.4
2022-11-07 12:23:30 status installed liblouis14:amd64 3.5.0-1ubuntu0.4
2022-11-07 12:23:30 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:23:30 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:30 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:36 startup archives unpack
2022-11-07 12:23:36 upgrade liblz4-1:amd64 0.0~r131-2ubuntu3 0.0~r131-2ubuntu3.1
2022-11-07 12:23:36 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:36 status half-configured liblz4-1:amd64 0.0~r131-2ubuntu3
2022-11-07 12:23:36 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu3
2022-11-07 12:23:36 status half-installed liblz4-1:amd64 0.0~r131-2ubuntu3
2022-11-07 12:23:36 status half-installed liblz4-1:amd64 0.0~r131-2ubuntu3
2022-11-07 12:23:36 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu3.1
2022-11-07 12:23:36 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu3.1
2022-11-07 12:23:36 startup packages configure
2022-11-07 12:23:36 configure liblz4-1:amd64 0.0~r131-2ubuntu3.1 <none>
2022-11-07 12:23:36 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu3.1
2022-11-07 12:23:36 status half-configured liblz4-1:amd64 0.0~r131-2ubuntu3.1
2022-11-07 12:23:36 status installed liblz4-1:amd64 0.0~r131-2ubuntu3.1
2022-11-07 12:23:36 startup packages configure
2022-11-07 12:23:36 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:23:36 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:37 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:42 startup archives unpack
2022-11-07 12:23:42 upgrade liblzma5:amd64 5.2.2-1.3 5.2.2-1.3ubuntu0.1
2022-11-07 12:23:42 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:42 status half-configured liblzma5:amd64 5.2.2-1.3
2022-11-07 12:23:42 status unpacked liblzma5:amd64 5.2.2-1.3
2022-11-07 12:23:42 status half-installed liblzma5:amd64 5.2.2-1.3
2022-11-07 12:23:42 status half-installed liblzma5:amd64 5.2.2-1.3
2022-11-07 12:23:42 status unpacked liblzma5:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:23:42 status unpacked liblzma5:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:23:42 startup packages configure
2022-11-07 12:23:42 configure liblzma5:amd64 5.2.2-1.3ubuntu0.1 <none>
2022-11-07 12:23:42 status unpacked liblzma5:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:23:42 status half-configured liblzma5:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:23:42 status installed liblzma5:amd64 5.2.2-1.3ubuntu0.1
2022-11-07 12:23:42 startup packages configure
2022-11-07 12:23:42 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:23:42 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:42 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:47 startup archives unpack
2022-11-07 12:23:48 upgrade libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:48 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:48 status half-configured libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:48 status unpacked libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:48 status half-installed libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:48 status half-installed libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:48 status unpacked libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:48 status unpacked libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:48 startup packages configure
2022-11-07 12:23:48 configure libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13 <none>
2022-11-07 12:23:48 status unpacked libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:48 status half-configured libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:48 status installed libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:48 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:23:48 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:48 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:53 startup archives unpack
2022-11-07 12:23:54 upgrade libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.9 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:54 status half-configured libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:54 status unpacked libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:54 status half-installed libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:54 status half-installed libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:54 status unpacked libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:54 status unpacked libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:54 startup packages configure
2022-11-07 12:23:54 configure libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.13 <none>
2022-11-07 12:23:54 status unpacked libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:54 status half-configured libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:54 status installed libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 startup archives unpack
2022-11-07 12:23:59 upgrade libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:59 status half-configured libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:59 status unpacked libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:59 status half-installed libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:59 status half-installed libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.9
2022-11-07 12:23:59 status unpacked libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 status unpacked libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 startup packages configure
2022-11-07 12:23:59 configure libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13 <none>
2022-11-07 12:23:59 status unpacked libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 status half-configured libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 status installed libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-16ubuntu6.13
2022-11-07 12:23:59 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:23:59 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:23:59 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:05 startup archives unpack
2022-11-07 12:24:05 upgrade libnss-myhostname:amd64 237-3ubuntu10.45 237-3ubuntu10.56
2022-11-07 12:24:05 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:05 status half-configured libnss-myhostname:amd64 237-3ubuntu10.45
2022-11-07 12:24:05 status unpacked libnss-myhostname:amd64 237-3ubuntu10.45
2022-11-07 12:24:05 status half-installed libnss-myhostname:amd64 237-3ubuntu10.45
2022-11-07 12:24:05 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:24:05 status half-installed libnss-myhostname:amd64 237-3ubuntu10.45
2022-11-07 12:24:05 status unpacked libnss-myhostname:amd64 237-3ubuntu10.56
2022-11-07 12:24:05 status unpacked libnss-myhostname:amd64 237-3ubuntu10.56
2022-11-07 12:24:05 startup packages configure
2022-11-07 12:24:05 configure libnss-myhostname:amd64 237-3ubuntu10.56 <none>
2022-11-07 12:24:05 status unpacked libnss-myhostname:amd64 237-3ubuntu10.56
2022-11-07 12:24:05 status half-configured libnss-myhostname:amd64 237-3ubuntu10.56
2022-11-07 12:24:05 status installed libnss-myhostname:amd64 237-3ubuntu10.56
2022-11-07 12:24:05 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:24:05 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:24:06 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:24:06 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:24:06 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:06 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:11 startup archives unpack
2022-11-07 12:24:11 upgrade libnss3:amd64 2:3.35-2ubuntu2.12 2:3.35-2ubuntu2.15
2022-11-07 12:24:11 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:11 status half-configured libnss3:amd64 2:3.35-2ubuntu2.12
2022-11-07 12:24:11 status unpacked libnss3:amd64 2:3.35-2ubuntu2.12
2022-11-07 12:24:11 status half-installed libnss3:amd64 2:3.35-2ubuntu2.12
2022-11-07 12:24:11 status half-installed libnss3:amd64 2:3.35-2ubuntu2.12
2022-11-07 12:24:11 status unpacked libnss3:amd64 2:3.35-2ubuntu2.15
2022-11-07 12:24:11 status unpacked libnss3:amd64 2:3.35-2ubuntu2.15
2022-11-07 12:24:11 startup packages configure
2022-11-07 12:24:12 configure libnss3:amd64 2:3.35-2ubuntu2.15 <none>
2022-11-07 12:24:12 status unpacked libnss3:amd64 2:3.35-2ubuntu2.15
2022-11-07 12:24:12 status half-configured libnss3:amd64 2:3.35-2ubuntu2.15
2022-11-07 12:24:12 status installed libnss3:amd64 2:3.35-2ubuntu2.15
2022-11-07 12:24:12 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:24:12 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:12 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:16 startup archives unpack
2022-11-07 12:24:16 upgrade libopenexr22:amd64 2.2.0-11.1ubuntu1.4 2.2.0-11.1ubuntu1.9
2022-11-07 12:24:16 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:16 status half-configured libopenexr22:amd64 2.2.0-11.1ubuntu1.4
2022-11-07 12:24:16 status unpacked libopenexr22:amd64 2.2.0-11.1ubuntu1.4
2022-11-07 12:24:16 status half-installed libopenexr22:amd64 2.2.0-11.1ubuntu1.4
2022-11-07 12:24:16 status half-installed libopenexr22:amd64 2.2.0-11.1ubuntu1.4
2022-11-07 12:24:16 status unpacked libopenexr22:amd64 2.2.0-11.1ubuntu1.9
2022-11-07 12:24:16 status unpacked libopenexr22:amd64 2.2.0-11.1ubuntu1.9
2022-11-07 12:24:16 startup packages configure
2022-11-07 12:24:16 configure libopenexr22:amd64 2.2.0-11.1ubuntu1.9 <none>
2022-11-07 12:24:16 status unpacked libopenexr22:amd64 2.2.0-11.1ubuntu1.9
2022-11-07 12:24:16 status half-configured libopenexr22:amd64 2.2.0-11.1ubuntu1.9
2022-11-07 12:24:16 status installed libopenexr22:amd64 2.2.0-11.1ubuntu1.9
2022-11-07 12:24:16 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:24:16 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:16 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:21 startup archives unpack
2022-11-07 12:24:21 upgrade libpcre3:amd64 2:8.39-9 2:8.39-9ubuntu0.1
2022-11-07 12:24:21 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:24:21 status half-configured libpcre3:amd64 2:8.39-9
2022-11-07 12:24:21 status unpacked libpcre3:amd64 2:8.39-9
2022-11-07 12:24:21 status half-installed libpcre3:amd64 2:8.39-9
2022-11-07 12:24:21 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:24:21 status half-installed libpcre3:amd64 2:8.39-9
2022-11-07 12:24:21 status unpacked libpcre3:amd64 2:8.39-9ubuntu0.1
2022-11-07 12:24:21 status unpacked libpcre3:amd64 2:8.39-9ubuntu0.1
